marka,model,il,yurus,muherrik,qiymet
Mercedes,GLA 250 4MATIC,2017,98000,2.0,37900
Mercedes,C 200,1998,296500,2.0,11500
Mercedes,C 220,1999,289000,2.2,8600
Toyota,Camry,2018,135000,2.5,38250
Chevrolet,Captiva,2015,194000,2.0,21600
Kia,Forte,2019,150000,2.0,22500
Mitsubishi,L200,2020,120000,2.4,39900
LADA,(VAZ) 2115,2010,200000,1.6,6300
Mercedes,190,1992,347000,2.0,3200
LADA,(VAZ) 2114,2008,252886,1.6,5400
Mercedes,E 220,2000,378000,2.2,15900
Hyundai,Tucson,2022,42000,1.6,43600
Kia,Optima,2011,225241,2.4,21500
Opel,Astra,2007,240000,1.4,11000
Toyota,Corolla,2004,202000,1.4,12800
Toyota,Camry,2022,12000,2.5,55250
Kia,Stinger,2019,67000,2.0,29000
Hyundai,Sonata,2008,232000,2.4,16000
Mercedes,E 250,2014,280000,2.0,30000
Hyundai,Grandeur,2017,122000,2.2,33400
Hyundai,Santa Fe,2017,113615,2.0,29900
Land,Rover Range Rover,2017,110000,3.0,83300
Hyundai,Grandeur,2007,298860,3.3,12900
Nissan,Qashqai,2009,154000,2.0,13400
Toyota,Prius,2007,270167,1.5,11700
Kawasaki,Ninja 650,2018,9500,6503,15000
Jeep,Grand Cherokee,2014,238896,3.6,29500
BMW,325,1992,365668,2.5,5800
Changan,Qiyuan Q07,2025,0,1.5,39900
Kia,Cerato,2014,191000,2.0,21500
Changan,Qiyuan Q07,2025,0,1.5,40800
Chevrolet,Malibu,2016,203000,2.0,18000
BMW,S 1000 RR,2011,26000,10003,30000
BMW,535,2011,231000,3.0,24500
Chevrolet,Malibu,2020,73000,1.5,20900
Opel,Corsa,2015,197164,1.4,11800
Chevrolet,Equinox,2018,90500,1.5,20400
Hyundai,Sonata,2014,300947,2.0,20000
Chevrolet,Captiva,2014,217000,2.0,20800
Tofas,Sahin,2004,563958,1.6,3600
Hyundai,Santa Fe,2011,140000,2.2,20500
LADA,(VAZ) 21011,1986,75864,1.3,2800
JAC,T8,2020,207000,2.0,27000
BMW,530,2010,214000,3.0,27500
Opel,Astra,1998,250000,1.6,8000
LADA,(VAZ) 2107,2004,15000,1.6,4800
Chevrolet,Cruze,2015,300000,1.4,13200
Mercedes,E 220,2002,457000,2.2,12500
Kia,K3,2015,139000,1.6,17900
Skoda,Rapid,2014,292000,1.6,12500
Mercedes,C 180,1998,452000,1.8,8700
LADA,(VAZ) 2107,2004,21516,1.6,4700
Ford,Transit,2011,176000,2.2,20600
Opel,Corsa,2005,215000,1.2,8500
Ford,Fusion (North America),2017,154000,1.5,20900
Mitsubishi,Airtrek,2001,160000,2.0,8400
Audi,80,1990,250000,2.3,5500
Mercedes,E 220,2001,288000,2.2,16000
Dodge,Durango,2017,92000,3.6,55000
Land,Rover Range Rover,2020,86500,3.0,95200
Chevrolet,Equinox,2017,138000,1.5,23000
Jeep,Grand Commander,2021,36000,2.0,63750
Mercedes,C 220 d,2017,121000,2.2,34700
Soueast,S07,2025,0,1.6,33900
Volvo,XC90,2025,0,2.0,154116
BMW,X7,2019,86937,3.0,84490
BMW,325,2008,57000,2.5,24000
Opel,Astra,2009,232000,1.4,11900
Hyundai,Sonata,2011,249897,2.0,17900
Toyota,Camry,2023,25000,2.5,58300
Hyundai,Accent,2021,48039,1.6,24500
Kia,Sportage,2012,165000,2.0,21500
BMW,530e,2022,59000,2.0,59900
BMW,X6,2015,167321,3.0,74290
Mitsubishi,L200,2022,112500,2.4,40800
Nissan,Note,2016,78000,1.2,15500
Hyundai,Santa Fe,2022,47360,1.6,54000
Ford,Fusion (North America),2017,74000,2.0,27000
Haval,Jolion,2022,52000,1.5,29500
Toyota,Corolla Cross,2025,0,2.0,37500
Ford,Transit,2008,206000,2.2,19500
Changan,Qiyuan Q07,2025,3000,1.5,48500
Mercedes,E 240,1999,359010,2.6,14200
BMW,X7,2022,39986,3.0,166600
Mercedes,C 220,1999,450000,2.1,8600
Nissan,Sunny,2006,197000,1.6,4000
LADA,(VAZ) Niva,2014,156000,1.7,8950
Mercedes,E 220,2000,520000,2.2,12000
GAZ,"24 ""Volga""",1978,200000,2.5,9200
BMW,528,2015,137000,2.0,29900
Hyundai,Grandeur,2014,195000,2.2,28800
LADA,(VAZ) Niva,2021,15000,1.7,18900
Chevrolet,Cruze,2016,169900,1.4,15800
Ford,Transit,1998,282820,2.5,14000
Mercedes,C 250,2012,158000,1.8,22800
Toyota,Prius,2008,311907,1.5,9000
Hyundai,Avante,2015,167000,1.6,20900
BMW,428,2015,277000,2.0,23000
JAC,LE79Z,2024,0,3.8,50900
Hyundai,Accent,2017,115500,1.4,19400
Changan,Qiyuan Q07,2025,0,1.5,40200
Nissan,Maxima,1999,320000,3.0,7400
Land,Rover Range Rover,2017,95000,3.0,79900
Opel,Astra,2005,350000,1.8,2300
Land,Rover RR Sport,2007,455000,2.7,21800
Toyota,Prius,2006,299999,1.5,12800
Volkswagen,Passat,2015,203900,1.8,16500
Toyota,Camry,2012,275000,2.5,21900
Mercedes,Viano,2011,290892,2.2,33000
Toyota,Prius,2008,311542,1.5,13200
Hyundai,Santa Fe,2017,189523,2.0,31800
Hyundai,Santa Fe,2013,235000,2.4,25500
Changan,CS 55 Plus,2025,0,1.5,29300
Kia,Rio,2021,130437,1.6,19800
BMW,530,2001,420000,3.0,11200
Kia,Cerato,2011,208000,1.6,15500
Mercedes,V 220,2017,119000,2.2,62560
Mercedes,B 170,2006,231000,1.7,9800
LADA,(VAZ) 2115,2007,174000,1.6,7500
Kia,Stinger,2018,142000,2.0,39500
BMW,X6 M,2012,187000,4.4,37400
Toyota,Corolla,2022,72000,1.8,28300
Hyundai,Elantra,2018,201437,2.0,21800
Mercedes,GL 450 4MATIC,2007,300000,4.7,18900
LADA,(VAZ) 2115,2012,116000,1.6,10200
LADA,(VAZ) 2107,2008,125436,1.6,5500
Kia,K5,2015,169458,1.7,20900
Land,Rover RR Velar,2022,42000,2.0,90100
Changan,Uni-T,2025,434,1.5,36000
ZAZ,Lanos,2011,257000,1.3,5500
Toyota,Land Cruiser Prado,2010,195195,2.7,37500
Chevrolet,Malibu,2015,199999,1.5,20500
GWM,(Great Wall Motor) Tank 300,2025,0,2.0,63900
Land,Rover Discovery,2014,261000,3.0,30777
Bentley,Flying Spur,2014,59000,6.0,127500
Mercedes,Sprinter 517,2024,0,2.0,131446
Volkswagen,Jetta,2013,202000,1.8,13000
Jaguar,XF,2009,189000,4.2,27000
Porsche,Cayenne,2019,74300,3.0,92990
BMW,528,2013,130000,2.0,34000
Toyota,Land Cruiser Prado,2006,202341,4.0,23900
Hyundai,Santa Fe,2024,10600,1.6,61540
Khazar,SD,2020,154000,1.7,8300
Toyota,Land Cruiser,2011,211821,4.0,52360
Land,Rover Discovery,2006,224008,2.7,18300
Land,Rover Discovery,2014,222002,3.0,31000
Volkswagen,Passat,2000,450000,1.8,4400
Nissan,Juke,2014,232441,1.6,20200
Kia,Rio,2006,270000,1.4,12300
LADA,(VAZ) 2107,2008,166666,1.6,8700
Hyundai,IONIQ,2017,214043,1.6,22900
KamAz,6520,2012,1700000,11,27800
Mercedes,Vito,2008,188300,2.2,24700
Chrysler,200,2012,210000,2.4,8700
Opel,Astra,2006,410000,1.4,9200
LADA,(VAZ) Niva,2010,300000,1.7,4500
Iran,Khodro Samand,2014,123458,1.6,4900
Kia,Rio,2007,262000,1.5,9200
Hyundai,Santa Fe,2016,151142,2.0,32000
Mercedes,C 180,1998,80000,1.8,9100
Hyundai,Elantra,2014,173809,1.8,21000
BYD,Destroyer 05,2025,0,1.5,23000
Opel,Tigra,1998,163453,1.4,6600
Toyota,Aqua,2016,188800,1.5,17500
Volkswagen,Jetta,2009,256000,1.6,11000
Chevrolet,Cruze,2012,258000,1.8,12500
Chevrolet,Cruze,2013,298000,1.4,12500
Opel,Astra,2009,331000,1.3,11700
BYD,Destroyer 05,2025,0,1.5,27000
Lynk,& Co 05,2025,0,2.0,67900
Kia,K8,2025,0,1.6,66900
Land,Rover Range Rover,2011,59491,5.0,55590
Chevrolet,Cruze,2012,170000,1.6,12700
Hyundai,Grandeur,2023,38189,1.6,60990
BMW,330e,2023,42000,2.0,76500
Mercedes,C 300,2015,160389,2.0,33600
Kia,Pride,2013,185000,1.4,16600
Jeep,Wrangler,2011,165300,3.6,32800
Kia,Sorento,2015,120000,2.0,35000
Chevrolet,Cruze,2013,298000,1.4,12500
Opel,Astra,2009,331000,1.3,11700
Chevrolet,Equinox,2019,116000,1.5,24500
Toyota,Highlander,2024,0,2.5,74868
Peugeot,308,2015,310670,1.6,12800
Kia,Carens,2010,268500,2.0,14000
LADA,(VAZ) Vesta Cross,2018,280000,1.8,14900
Harley-Davidson,CVO Convertible,2017,17800,19003,34850
Toyota,Prius,2006,443126,1.5,11800
Kia,Cadenza,2010,246000,3.5,23700
Ford,Transit,1998,525200,2.5,7400
Toyota,Land Cruiser,2012,154000,4.0,53550
Toyota,Land Cruiser Prado,2012,177635,2.7,41500
Mercedes,C 220,1999,578000,2.2,10900
Kia,Sportage,2011,146123,2.0,21000
LADA,(VAZ) 2107,2004,97308,1.6,3900
BYD,Destroyer 05,2025,0,1.5,22400
BYD,Destroyer 05,2025,0,1.5,22900
Ford,Fusion (North America),2013,261000,1.6,14600
Kia,Sorento,2015,230000,2.0,28500
Renault,Scenic,2009,463000,1.6,9900
Opel,Astra,2007,226000,1.4,12600
BMW,530,2022,29975,2.0,65450
LADA,(VAZ) Vesta,2025,8800,1.8,18900
Changan,Qiyuan A05,2025,0,1.5,22990
Bestune,T77,2021,40700,1.5,24700
Nissan,Note,2018,56000,1.2,16800
Haval,Raptor,2025,0,1.5,36990
Lexus,ES 300h,2024,6323,2.5,93500
Toyota,Camry,2006,260500,2.4,16000
Ford,Transit,2011,181000,2.2,24900
Opel,Astra,2008,280000,1.3,9300
Changan,Alsvin,2024,43000,1.5,18800
Chevrolet,Cruze,2016,226000,1.4,14700
Toyota,Corolla,2017,177207,1.6,24300
Opel,Astra,2006,294260,1.4,9800
BMW,530,2022,29975,2.0,65450
LADA,(VAZ) Vesta,2025,8800,1.8,18900
BMW,X5,2022,58500,2.0,106250
Porsche,Cayenne,2009,230756,4.8,15100
Hyundai,Elantra,2013,147000,1.8,19000
Kia,Sorento,2019,104277,2.0,43700
Chevrolet,Malibu,2016,197000,1.5,20500
Mercedes,B 200,2006,260000,2.0,8700
Hyundai,Elantra,2020,96736,1.6,26700
Mercedes,Atego 1224,2007,757120,6.4,46500
Changan,Qiyuan Q07,2025,0,1.5,45050
Mercedes,Vito 116,2016,250000,2.2,47500
Kia,Rio,2022,70000,1.6,22900
BMW,520,2015,198500,2.0,29750
Toyota,Camry,2007,362102,2.4,15500
Kia,Sorento,2013,211000,2.0,28400
Mercedes,ML 300 4MATIC,2006,390000,3.0,18300
Bestune,T77,2019,44000,1.2,24500
Lexus,GX 460,2014,137959,4.6,54444
Changan,Qiyuan Q05,2025,0,1.5,30900
Mercedes,Brabus ML 63 Biturbo,2014,119200,5.5,57777
Toyota,Prius,2007,213512,1.5,7200
BMW,528,2015,206216,2.0,23300
BMW,316,1997,356512,1.6,5400
Changan,Deepal S7,2025,0,1.5,44030
BYD,Seal 05,2025,0,1.5,23200
Mitsubishi,Outlander,2025,0,2.5,65450
Dayun,DY150-16D,2024,0,1503,2450
Mercedes,E 220 d,2018,185000,2.2,65000
Opel,Astra,2004,235000,1.4,10600
Mercedes,Vito,2009,412013,2.2,23000
Chevrolet,Malibu,2017,167000,1.5,17000
Hyundai,Sonata,2008,214000,2.0,17400
Toyota,Camry,2020,99870,2.5,39000
BMW,X5,2018,190000,3.0,62050
Jeep,Grand Cherokee,2014,188316,3.6,29500
Toyota,Avalon,2013,323323,3.5,22500
Chevrolet,Cruze,2016,210378,1.4,17500
Hyundai,Elantra,2024,27000,1.6,52000
Kia,Sportage,2009,281000,2.0,14400
Porsche,Cayenne GTS,2009,265000,4.8,21700
Land,Rover Range Rover,2005,221169,4.4,21500
Ford,Fusion (North America),2015,257002,1.5,16800
Kia,Forte,2018,135661,2.0,23700
Kia,Rio,2013,272000,1.4,14700
Toyota,RAV4,2022,40000,2.5,56950
Hyundai,Elantra,2018,246125,2.0,19300
Kia,Rio,2016,206117,1.4,17800
Toyota,Prius,2007,250000,1.5,11500
KamAz,65115,1989,100000,11,28500
Ford,Transit,2001,500000,2.4,19300
Kia,Optima,2016,99000,2.0,25700
BMW,320,1997,370000,2.0,8999
Hyundai,Elantra,2019,10900,2.0,26000
Hyundai,Sonata,2021,80000,1.6,35700
Kia,Sorento,2013,294000,3.5,24500
Hyundai,Sonata,2010,178000,2.4,19500
Hyundai,Sonata,2015,149000,2.0,25400
Toyota,Corolla,2004,381000,1.4,10900
Kia,Sorento,2016,103500,2.0,36900
Changan,CS 55 Plus,2025,0,1.5,30500
Toyota,Camry,2021,71000,2.5,48790
Changan,Uni-Z,2025,0,1.5,33250
Mercedes,E 300,2016,75000,2.0,50660
Mercedes,C 300,2016,155000,2.0,33000
BMW,320,1993,340000,2.0,3888
Ford,Fusion (North America),2015,153500,2.0,21800
BMW,528,2016,197000,2.0,26500
Jaguar,XF,2014,120000,2.0,22500
Peugeot,Rifter,2022,48305,1.5,38000
Volkswagen,Touareg,2008,222341,3.6,17700
Mercedes,E 220,1999,278500,2.2,14500
Mercedes,E 240,2000,298000,2.4,14500
Geely,Galaxy Starship 7,2025,0,1.5,30260
LADA,(VAZ) 2107,2010,100000,1.5,5700
Kia,Sorento,2010,186000,2.0,24800
Land,Rover Freelander,2012,244000,3.2,19000
Mercedes,S 300,1998,470000,3.0,16500
Renault,Tondar,2012,185600,1.6,8000
Mitsubishi,L200,2015,377000,2.5,24900
Kia,Rio,2007,341369,1.6,10800
Mitsubishi,Pajero io,1998,300000,1.8,5900
Chevrolet,Cruze,2018,161919,1.4,16500
Land,Rover Range Rover,2019,73000,3.0,99450
Iran,Khodro Samand,2005,160000,1.8,2900
Yamaha,YZ125,2023,20000,1253,555
Changan,Qiyuan Q07,2025,0,1.5,44880
Hyundai,Sonata,2024,25000,2.0,41400
Suzuki,Swift,2013,187000,1.3,8900
Hyundai,Elantra,2017,61500,2.0,21900
JAC,JS2,2025,0,1.5,18200
Hyundai,i30,2015,226606,1.6,21800
BMW,318,1992,374000,1.8,3900
BMW,X6,2011,195000,3.0,24500
LADA,(VAZ) 2115,2012,225000,1.6,7900
BYD,Seal 05,2025,0,1.5,22500
Hyundai,Venue,2020,22000,1.6,27700
Toyota,Frontlander,2025,0,2.0,38000
Neta,S,2024,0,1.5,40900
BMW,528,2016,147000,2.0,34500
Mercedes,E 220 d,2016,165000,2.0,50830
Toyota,Camry,2020,22000,2.5,54400
Kia,Carnival,2020,107000,2.2,49500
Toyota,Land Cruiser,2018,70300,4.0,87550
Toyota,Ractis,2015,68700,1.5,13800
Khazar,SD,2020,115855,1.7,10900
Infiniti,FX35,2008,280000,3.5,14000
Kia,Sorento,2015,158200,2.0,33500
Royal,Enfield Hunter 350,2024,5000,3503,6500
Mercedes,S 500,2015,159200,4.7,64430
BMW,X7,2021,59000,3.0,135150
Land,Rover Range Rover,2019,87600,3.0,135830
Mercedes,E 300 4MATIC,2016,70000,2.0,56100
LADA,(VAZ) 2106,1990,85000,1.6,2900
Hyundai,i30,2015,232500,1.6,20000
Mercedes,E 270,2000,235000,2.7,16800
Changan,Uni-Z,2025,0,1.5,33900
Kia,Picanto,2005,350000,1.1,6800
Land,Rover Range Rover,2018,115000,3.0,85000
Infiniti,QX55,2022,23000,2.0,54060
Hyundai,Sonata,2015,205000,1.6,20700
Kia,Forte,2013,133576,1.8,17200
LADA,(VAZ) 2107,2011,85654,1.6,8100
Chevrolet,Cruze,2016,195343,1.4,15200
BMW,328,2015,171000,2.0,26900
Chevrolet,Cruze,2014,199343,1.4,14500
Jeep,Wrangler,2023,30000,2.0,82450
Saipa,132,2013,131000,1.3,5300
Kia,Optima,2012,280000,2.0,17800
BMW,328,2015,185500,2.0,31800
GAZ,"3102 ""Volga""",1993,50000,2.5,1950
Li,Auto L7,2025,0,1.5,81600
Lynk,& Co 900,2025,0,1.5,68000
JAC,JS6,2025,0,1.5,33000
Mitsubishi,L200,2024,0,2.4,61030
Kia,Rio,2013,272000,1.4,13500
Hyundai,ix35,2012,119000,2.0,21700
Bentley,Continental GT,2015,71500,4.0,157250
BMW,528,2016,230000,2.0,31500
Mercedes,E 270,2004,298311,2.7,12400
Nissan,Kicks,2021,34323,1.6,24500
Mercedes,CLA 250,2020,19000,2.0,66300
Toyota,Corolla,2015,87453,1.8,23500
Chevrolet,Cobalt,2024,76400,1.5,25220
Hyundai,Elantra,2017,190886,2.0,21900
Mercedes,GL 500 4MATIC,2013,178000,4.7,44500
MG,350,2012,190000,1.5,11800
Toyota,Land Cruiser,2013,82500,4.0,61030
Yamaha,XVS1300A Midnight Star,2007,20921,13003,17000
LADA,(VAZ) 2106,1989,125000,1.6,3200
Chevrolet,Cruze,2013,221000,1.8,13500
GAZ,53,1982,20000,3.6,8500
LADA,(VAZ) Priora,2011,199000,1.6,9600
BMW,320,2015,149000,2.0,29750
BMW,328,2013,195000,2.0,24500
Kia,Sorento,2023,19300,1.6,68000
Mercedes,C 220,1999,340000,2.2,9600
Chevrolet,Cruze,2016,53000,1.4,15800
BMW,530,2018,101000,2.0,56100
Chevrolet,Aveo,2012,184000,1.4,12300
Land,Rover RR Sport,2010,241000,5.0,39900
LADA,(VAZ) Niva,2025,400,1.7,20000
LADA,(VAZ) Granta,2022,104799,1.6,18800
Hyundai,Sonata,2011,330000,2.4,16900
Hyundai,Santa Fe,2016,125000,2.0,30000
Jeep,Grand Cherokee,2014,257000,3.0,38930
Chevrolet,Malibu,2016,240000,1.5,17898
Land,Rover Defender,2023,39400,3.0,145777
BYD,Song Plus DM-İ,2025,0,1.5,43800
Mitsubishi,L200,2025,0,2.4,72250
Changan,Uni-Z,2025,0,1.5,32300
Jeep,Wrangler,2024,38000,2.0,79900
Hyundai,Avante,2016,209000,1.6,24400
Chevrolet,Equinox,2018,118000,1.5,21100
Mercedes,E 230,1996,400000,2.3,9000
Toyota,Prius,2008,300000,1.5,13000
Mercedes,E 240,1997,275000,2.4,11800
Hyundai,Elantra,2014,150880,1.8,19000
Hyundai,Sonata,2015,200500,1.7,26000
Changan,Eado Plus,2021,75400,1.4,20500
BMW,528,2016,132000,2.0,28700
Chevrolet,Equinox,2018,965380,1.5,21800
Mercedes,C 180,1995,422000,1.8,7300
Mercedes,S 500,1995,363000,5.0,25000
Chevrolet,Cruze,2013,182385,1.4,14900
Mercedes,C 230,1997,326697,2.3,10900
Hyundai,Accent,2005,380000,1.5,12500
Opel,Astra,1998,390586,1.6,8300
Mercedes,Viano,2009,450000,2.1,21500
Mercedes,Atego 817,2000,894230,4.3,18500
Mercedes,E 220,1999,450000,2.2,13500
Chevrolet,Cobalt,2023,44000,1.5,19000
Nissan,Juke,2014,144841,1.6,22000
Ford,Fusion (North America),2016,184000,1.5,17300
LADA,(VAZ) 2107,2010,99999,1.6,7400
BYD,Seal 05,2025,0,1.5,22499
Kia,Cerato,2010,338000,1.6,14900
LADA,(VAZ) 2106,1983,400000,1.6,4000
Fiat,Doblo,2017,331000,1.3,17000
Chery,Amulet (A15),2011,281000,1.5,7200
Ford,Fusion (North America),2018,148000,1.5,19500
Kia,Cerato,2012,236000,1.6,17800
LADA,(VAZ) 2115,2010,255000,1.6,7200
Kia,Sportage,2025,0,2.0,53900
Polaris,RZR XP 1000,2022,540,10003,47700
Changan,Uni-Z,2025,0,1.5,31900
Nissan,X-Trail,2021,92000,2.0,32700
Ford,Fusion (North America),2020,44000,1.5,22700
Land,Rover Range Rover,2009,264000,5.0,23900
Kia,Sorento,2015,171000,2.0,32000
BMW,328,2015,260000,2.0,23500
Changan,Uni-Z,2025,0,1.5,31800
Toyota,Camry,2018,101000,2.5,41900
Chevrolet,Malibu,2020,95000,1.5,20900
Kia,Carnival,2020,147000,2.2,50150
LADA,(VAZ) 2115,2010,255000,1.6,7200
LADA,(VAZ) 2104,2000,350000,1.6,4300
Land,Rover RR Evoque,2012,155000,2.0,26350
LADA,(VAZ) 2107,2006,198447,1.6,3400
Nissan,Note,2012,108000,1.5,11500
Ford,Transit,2008,179000,2.4,25500
Opel,Astra,2007,346547,1.3,11600
Hyundai,Elantra,2015,238891,2.0,19700
BYD,F3,2013,400000,1.6,7500
Kia,Ceed,2007,300000,1.6,9800
Li,Auto L9,2025,0,1.5,119850
Mercedes,ML 350 4MATIC,2003,400000,3.7,13200
Mercedes,C 200,2000,260500,2.0,10800
Kia,Sorento,2016,178000,2.0,31900
Volkswagen,Jetta,2007,220000,1.6,5500
Yamaha,YBR 125,2007,62000,1253,1800
BYD,Destroyer 05,2024,20000,1.5,55000
Kia,Rio,2018,360000,1.6,9950
Shacman,F2000,2009,180000,14,21000
Mercedes,E 300,2017,131000,2.0,59500
Volkswagen,Jetta,2011,90000,2.5,10900
Mercedes,E 200,2011,242000,1.8,21900
Toyota,Prius,2009,350000,1.5,9400
Ford,Transit,2008,186000,2.4,24200
Nissan,Patrol,2021,61000,4.0,101777
Changan,Qiyuan A05,2025,0,1.5,23460
Suzuki,GSX-R 750,2023,3000,8003,25500
TVS,Raider,2025,0,1503,3799
Chevrolet,Camaro,2017,140000,2.0,36000
Toyota,Prius,2008,300000,1.5,11300
Mercedes,E 200,2011,265000,1.8,30000
Hyundai,Elantra,2017,99876,2.0,20500
Volkswagen,Jetta,2007,218000,2.0,10000
Kia,Sorento,2023,39800,1.6,48300
Changan,Uni-Z,2025,0,1.5,31000
LADA,(VAZ) 2107,2008,10000,1.6,8900
Geely,Atlas Pro,2022,76300,1.5,25900
JAC,JS4,2025,0,1.5,23500
Land,Rover RR Evoque,2014,104500,2.0,33500
Opel,Astra,2006,368261,1.3,8800
Mercedes,Sprinter 316,2017,301000,2.2,38000
BMW,525,1994,200000,2.5,10200
Mercedes,E 220,2006,232000,2.2,18200
Mercedes,E 200,2006,258000,1.8,19500
Mercedes,C 300,2015,135788,2.0,34500
Mitsubishi,Pajero,2007,210000,3.0,24700
Mercedes,C 200,1997,560000,2.0,9000
Mitsubishi,Pajero io,2001,241756,2.0,9000
LADA,(VAZ) Niva,2024,5465,1.7,22130
BYD,Seal 05,2025,0,1.5,22500
Mercedes,C 220,1994,521000,2.2,8500
Fiat,Doblo,2011,114589,1.4,11600
Hyundai,Accent,2013,270000,1.6,14900
Hyundai,Santa Fe,2010,194736,2.4,24500
Mercedes,S 350,2004,220002,3.7,10500
Changan,CS 55 Plus,2025,0,1.5,29200
Land,Rover Range Rover,2018,53000,3.0,99900
LADA,(VAZ) 2107,2004,180000,1.6,5300
Chevrolet,Cruze,2013,207241,1.4,13500
Mercedes,E 400,2024,11000,2.0,159328
Hyundai,IONIQ,2018,82000,1.6,25500
BYD,Destroyer 05,2025,0,1.5,22500
Haval,Jolion Pro,2025,0,1.5,39900
DFSK,Glory 330 S Cargo,2024,0,1.5,24300
Kia,Seltos,2021,54600,2.0,35500
Mercedes,E 220,1993,462000,2.2,7200
BMW,328,2015,66000,2.0,28800
Porsche,Macan T,2022,14000,2.0,104550
Toyota,Land Cruiser,2019,105000,4.0,101500
Jeep,Wrangler,2007,183000,3.8,27000
Toyota,Camry,2020,22000,2.5,54400
Hyundai,Sonata,2024,22000,2.0,43500
Hyundai,Tucson,2015,82077,2.0,28400
LADA,(VAZ) Granta,2021,165000,1.6,14800
Opel,Zafira,2002,309505,1.8,8300
Opel,Astra,2009,238000,1.4,11700
Kia,Cerato,2012,211600,2.0,17000
Ford,Transit,2011,340000,2.2,27800
Mercedes,Vito,1998,456450,2.3,9000
Toyota,Land Cruiser,2012,251000,4.0,66300
LADA,(VAZ) Niva,2010,232000,1.7,7300
Chevrolet,Trax,2015,200000,1.4,14400
Ssang,Yong Kyron,2007,248264,3.2,9500
Chevrolet,Malibu,2017,240000,1.5,19400
Ford,Transit,2010,166000,2.4,32400
Opel,Astra,2008,276807,1.8,10300
LADA,(VAZ) 2109,1994,500000,1.5,4000
Hyundai,Santa Fe,2002,300500,2.4,10500
Toyota,Camry,2014,186200,2.5,28900
GAZ,"3110 ""Volga""",2003,138000,2.3,7500
RKS,Blazer 50,2013,2500,1003,550
LADA,(VAZ) 2106,2002,60000,1.6,6900
LADA,(VAZ) 2106,1984,211111,1.6,5500
Mercedes,Atego 1224,2007,312471,6.3,45000
SEAT,Ibiza,2014,280000,1.4,10400
Opel,Vectra,1997,467000,2.0,4500
BYD,Destroyer 05,2025,0,1.5,22700
DFSK,D71 Plus,2024,0,1.6,28500
Fiat,Doblo,2025,0,1.5,43500
Changan,Qiyuan Q07,2025,0,1.5,40200
Toyota,RAV4,2021,100000,2.5,47940
LADA,(VAZ) Granta,2024,37000,1.6,19000
Land,Rover Range Rover,2023,16000,3.0,339150
Chery,Tiggo 2 Pro,2022,79300,1.5,19800
Nissan,Patrol,2015,132000,5.6,58000
Mercedes,E 220,2000,454000,2.2,13900
Land,Rover Range Rover,2015,154000,3.0,67830
Khazar,SD,2020,115855,1.7,10900
Opel,Astra,2007,346567,1.3,11500
BMW,520,2015,166500,2.0,25500
Mercedes,Atego 818,2010,263622,4.3,39500
Hyundai,Tucson,2024,25000,2.0,43500
Mercedes,Axor 2529,2008,300457,6.3,59500
Ford,Transit,2008,256000,2.4,23500
Mercedes,Axor 2533,2008,413583,7.5,60000
Isuzu,Turkuaz,2004,450000,4.7,41000
Opel,Zafira,1999,440000,1.8,8700
Toyota,Prius,2004,245526,1.5,9300
Honda,Insight,2011,268000,1.3,12500
KamAz,55111,1993,208909,11,16900
LADA,(VAZ) 2104,1986,126000,1.6,3400
Toyota,Corolla Fielder,2019,111100,1.5,21700
Mitsubishi,Pajero io,2000,293784,1.8,5500
Chevrolet,Cruze,2012,200085,1.4,13500
BMW,X6 M,2010,121000,4.4,47600
Hyundai,Elantra GT,2016,168981,2.0,16400
Kia,Forte,2023,80000,2.0,27700
Audi,Q5,2013,129000,2.0,31900
LADA,(VAZ) 2106,1990,369870,1.5,3800
Chevrolet,Cruze,2012,209000,1.4,12725
Fiat,Ducato,2024,0,2.2,129600
Changan,K50 (Hunter),2025,0,2.0,50150
Changan,Qiyuan A05,2025,0,1.5,26500
Audi,Q8,2020,118000,3.0,76777
Changan,Qiyuan Q07,2025,0,1.5,40900
BMW,528,2015,179000,2.0,32300
Mazda,6,2013,180000,2.5,17900
Lexus,GX 470,2006,437742,4.7,24000
Land,Rover RR Sport,2023,48800,3.0,222222
BYD,Seal 05,2025,0,1.5,22300
Mercedes,C 180,1999,423801,1.8,9550
Chevrolet,Aveo,2013,157632,1.4,11900
LADA,(VAZ) 2107,2008,48470,1.5,5400
LADA,(VAZ) 2115,2007,370000,1.6,5800
Mercedes,E 280,1995,383830,2.8,13800
Hyundai,Sonata,2011,300000,2.0,16000
Ford,Fusion (North America),2013,268456,1.5,16500
LADA,(VAZ) 2110,2010,364853,1.6,6500
Hyundai,Sonata,2013,206711,2.0,23000
Toyota,Corolla,2008,372000,1.8,15600
Haval,H5,2012,250000,2.4,10500
Lexus,LX 570,2014,157000,5.7,85850
Kia,Rio,2005,248457,1.4,11000
Mercedes,Vito 115,2008,380000,2.2,21000
Kia,Carnival,2016,177000,2.2,31000
Hyundai,Tucson,2014,193000,2.0,24000
Land,Rover Range Rover,2010,261000,5.0,28999
Mitsubishi,Pajero,2014,174000,3.0,32500
Kia,Sorento,2017,171000,2.0,36900
Mercedes,S 350,2007,240000,3.5,20900
Kia,Sorento,2021,99500,2.2,57500
Hyundai,H-1,2009,400000,2.5,15000
Khazar,LX,2019,186000,1.7,9000
LADA,(VAZ) 2107,2010,17770,1.6,6700
